"","event_agediff","Estimate","lower","upper","disease_endpoint","model","N_total","N_male","N_female"
"3440",5.05422173260367,1.22676043409912,1.02719017538825,1.4651047086799,"Colon and rectum cancers","BMR",235839,107667,128172
"3441",5.08763896821321,1.22725749974052,1.02678203559784,1.46687507031849,"Colon and rectum cancers","BMR",235839,107667,128172
"3442",5.12105620382274,1.2278068610722,1.02625083374803,1.4689485635693,"Colon and rectum cancers","BMR",235839,107667,128172
"3443",5.15447343943228,1.22840733361668,1.02559525203469,1.47132562703421,"Colon and rectum cancers","BMR",235839,107667,128172
"3444",5.18789067504181,1.22905776771,1.02481467578953,1.4740060149944,"Colon and rectum cancers","BMR",235839,107667,128172
"3445",5.22130791065134,1.22975704662494,1.02390916546975,1.47698882354458,"Colon and rectum cancers","BMR",235839,107667,128172
"3446",5.25472514626088,1.23050408510968,1.02287942115248,1.48027252495276,"Colon and rectum cancers","BMR",235839,107667,128172
"3447",5.28814238187041,1.23129782971365,1.0217267416427,1.48385501099835,"Colon and rectum cancers","BMR",235839,107667,128172
"3448",5.32155961747995,1.23213725668861,1.0204529757028,1.48773363934244,"Colon and rectum cancers","BMR",235839,107667,128172
"3449",5.35497685308948,1.23302137148265,1.01906047077175,1.49190528544549,"Colon and rectum cancers","BMR",235839,107667,128172
"3450",5.38839408869902,1.23394920761725,1.01755201779732,1.49636639734179,"Colon and rectum cancers","BMR",235839,107667,128172
"3451",5.42181132430855,1.23491982620697,1.01593079579493,1.50111305166782,"Colon and rectum cancers","BMR",235839,107667,128172
"3452",5.45522855991809,1.2359323144576,1.01420031479822,1.50614100945573,"Colon and rectum cancers","BMR",235839,107667,128172
"3453",5.48864579552762,1.23697572462883,1.01244869133652,1.51129529467923,"Colon and rectum cancers","BMR",235839,107667,128172
"3454",5.52206303113716,1.23803825421488,1.01078115702579,1.51639027720847,"Colon and rectum cancers","BMR",235839,107667,128172
"3455",5.55548026674669,1.23911946303339,1.00921122889583,1.52140305191416,"Colon and rectum cancers","BMR",235839,107667,128172
"3456",5.58889750235622,1.24021893172879,1.00775013749805,1.52631385636649,"Colon and rectum cancers","BMR",235839,107667,128172
