cohort,endpoint_name,input_name,decile,predicted_risk,observed_risk,observed_risk_se,observed_risk_ci_lower,observed_risk_ci_upper,decile_n,decile_n_events,n,n_events,overall_predicted_risk,overall_observed_risk,follow_up_time,n_female,n_male,n_total
Estonian Biobank,Type 2 diabetes,Age + sex + biomarkers,4,0.0760395874509125,0.06985408258304875,0.02642171551159691,0.01806847177055551,0.12163969339554198,12884,9,128839,796,0.4138447709520413,0.6178253479148393,3,243663,171929,415592
Estonian Biobank,Type 2 diabetes,Age + sex + biomarkers,5,0.10484098233289184,0.08537721204594846,0.02920803670678266,0.02813051204153057,0.14262391205036634,12884,11,128839,796,0.4138447709520413,0.6178253479148393,3,243663,171929,415592
Estonian Biobank,Type 2 diabetes,Age + sex + biomarkers,6,0.14596481986662113,0.1397081651660975,0.03735288619140944,0.0664978535123115,0.2129184768198835,12884,18,128839,796,0.4138447709520413,0.6178253479148393,3,243663,171929,415592
Estonian Biobank,Type 2 diabetes,Age + sex + biomarkers,7,0.20799831173201655,0.24837007140639553,0.04977674411810029,0.15080944566725302,0.34593069714553804,12884,32,128839,796,0.4138447709520413,0.6178253479148393,3,243663,171929,415592
Estonian Biobank,Type 2 diabetes,Age + sex + biomarkers,8,0.3171939123856387,0.49674014281279105,0.07030725434735179,0.35894045644008443,0.6345398291854977,12884,64,128839,796,0.4138447709520413,0.6178253479148393,3,243663,171929,415592
Estonian Biobank,Type 2 diabetes,Age + sex + biomarkers,9,0.5534275183385088,0.9546724619683328,0.09724360455583037,0.7640784993120503,1.1452664246246154,12884,123,128839,796,0.4138447709520413,0.6178253479148393,3,243663,171929,415592
Estonian Biobank,Type 2 diabetes,Age + sex + biomarkers,10,2.6216629838115018,4.106186447256074,0.1984410350969305,3.7172491654112414,4.495123729100906,12883,529,128839,796,0.4138447709520413,0.6178253479148393,3,243663,171929,415592
Estonian Biobank,Myocardial infarction,Age + sex + biomarkers,1,0.01447679948229341,0,0,0,0,13244,0,132439,374,0.26100973901238084,0.28239415882028707,3,243663,171929,415592
Estonian Biobank,Myocardial infarction,Age + sex + biomarkers,2,0.02446894050968227,0,0,0,0,13244,0,132439,374,0.26100973901238084,0.28239415882028707,3,243663,171929,415592
Estonian Biobank,Myocardial infarction,Age + sex + biomarkers,3,0.03606155646736194,0,0,0,0,13244,0,132439,374,0.26100973901238084,0.28239415882028707,3,243663,171929,415592
Estonian Biobank,Myocardial infarction,Age + sex + biomarkers,4,0.05170353842088934,0.00755058894593778,0.00868941249218713,-0.00948034658556143,0.024581524477437,13244,1,132439,374,0.26100973901238084,0.28239415882028707,3,243663,171929,415592
Estonian Biobank,Myocardial infarction,Age + sex + biomarkers,5,0.0749674370986165,0.02265176683781335,0.01504936739398246,-0.00684445124450368,0.05214798492013038,13244,3,132439,374,0.26100973901238084,0.28239415882028707,3,243663,171929,415592
Estonian Biobank,Myocardial infarction,Age + sex + biomarkers,6,0.1102457725409878,0.04530353367562669,0.02128060830100757,0.00359430783654775,0.08701275951470563,13244,6,132439,374,0.26100973901238084,0.28239415882028707,3,243663,171929,415592
Estonian Biobank,Myocardial infarction,Age + sex + biomarkers,7,0.1668946593460684,0.12836001208094233,0.03580571593770387,0.05818209840237094,0.19853792575951373,13244,17,132439,374,0.26100973901238084,0.28239415882028707,3,243663,171929,415592
Estonian Biobank,Myocardial infarction,Age + sex + biomarkers,8,0.26362119968276265,0.2114164904862579,0.04593315271195352,0.12138916547445074,0.30144381549806515,13244,28,132439,374,0.26100973901238084,0.28239415882028707,3,243663,171929,415592
Estonian Biobank,Myocardial infarction,Age + sex + biomarkers,9,0.45827410126170326,0.6191482935668983,0.07844496866439216,0.46539898021631654,0.77289760691748,13244,82,132439,374,0.26100973901238084,0.28239415882028707,3,243663,171929,415592
Estonian Biobank,Myocardial infarction,Age + sex + biomarkers,10,1.4094701008345711,1.7896247073925848,0.13257940527995293,1.5297738479521377,2.049475566833032,13243,237,132439,374,0.26100973901238084,0.28239415882028707,3,243663,171929,415592
Estonian Biobank,Colon and rectum cancers,Age + sex + biomarkers,1,0.01360475651709155,0.00742886858331476,0.00861908845720634,-0.00946423437237456,0.02432197153900409,13461,1,134602,263,0.1916267366268176,0.19539085600511133,3,243663,171929,415592
Estonian Biobank,Colon and rectum cancers,Age + sex + biomarkers,2,0.02065622058475841,0.00742886858331476,0.00861908845720634,-0.00946423437237456,0.02432197153900409,13461,1,134602,263,0.1916267366268176,0.19539085600511133,3,243663,171929,415592
Estonian Biobank,Colon and rectum cancers,Age + sex + biomarkers,3,0.02925214140901821,0.02228826151560178,0.01492814438977432,-0.00697036384436954,0.05154688687557311,13460,3,134602,263,0.1916267366268176,0.19539085600511133,3,243663,171929,415592
Estonian Biobank,Colon and rectum cancers,Age + sex + biomarkers,4,0.04193623925924872,0.02228826151560178,0.01492814438977432,-0.00697036384436954,0.05154688687557311,13460,3,134602,263,0.1916267366268176,0.19539085600511133,3,243663,171929,415592
Estonian Biobank,Colon and rectum cancers,Age + sex + biomarkers,5,0.06037038149681935,0.02228826151560178,0.01492814438977432,-0.00697036384436954,0.05154688687557311,13460,3,134602,263,0.1916267366268176,0.19539085600511133,3,243663,171929,415592
Estonian Biobank,Colon and rectum cancers,Age + sex + biomarkers,6,0.08790626696236076,0.06686478454680535,0.02585053969763969,0.01619865775850862,0.11753091133510209,13460,9,134602,263,0.1916267366268176,0.19539085600511133,3,243663,171929,415592
Estonian Biobank,Colon and rectum cancers,Age + sex + biomarkers,7,0.1313805771231042,0.08915304606240713,0.02984630321287027,0.0306553666935193,0.14765072543129495,13460,12,134602,263,0.1916267366268176,0.19539085600511133,3,243663,171929,415592
Estonian Biobank,Colon and rectum cancers,Age + sex + biomarkers,8,0.20653799292640543,0.21545319465081725,0.0463686281318637,0.12457235349983364,0.30633403580180085,13460,29,134602,263,0.1916267366268176,0.19539085600511133,3,243663,171929,415592
Estonian Biobank,Colon and rectum cancers,Age + sex + biomarkers,9,0.3580627508759446,0.3937592867756315,0.06262890419160623,0.2710088901688737,0.5165096833823893,13460,53,134602,263,0.1916267366268176,0.19539085600511133,3,243663,171929,415592
Estonian Biobank,Colon and rectum cancers,Age + sex + biomarkers,10,0.9665859672334955,1.1069836552748886,0.10463321008395692,0.90190633192352,1.3120609786262574,13460,149,134602,263,0.1916267366268176,0.19539085600511133,3,243663,171929,415592
Estonian Biobank,Chronic obstructive pulmonary disease,Age + sex + biomarkers,1,0.01039972801240697,0.02362762857367882,0.01537007043412206,-0.00649715591704432,0.05375241306440197,12697,3,126970,547,0.26785137605528364,0.43081042766007727,3,243663,171929,415592
Estonian Biobank,Chronic obstructive pulmonary disease,Age + sex + biomarkers,2,0.01918016523356637,0.03937938095613137,0.01984111239165444,4.915152552772903e-4,0.07826724665698545,12697,5,126970,547,0.26785137605528364,0.43081042766007727,3,243663,171929,415592
Estonian Biobank,Chronic obstructive pulmonary disease,Age + sex + biomarkers,3,0.02859264898202949,0.0630070095298102,0.02509427630264641,0.01382313175852629,0.11219088730109412,12697,8,126970,547,0.26785137605528364,0.43081042766007727,3,243663,171929,415592
Estonian Biobank,Chronic obstructive pulmonary disease,Age + sex + biomarkers,4,0.04141009972854363,0.07088288572103646,0.02661545059110185,0.01871756113017154,0.12304821031190136,12697,9,126970,547,0.26785137605528364,0.43081042766007727,3,243663,171929,415592
Estonian Biobank,Chronic obstructive pulmonary disease,Age + sex + biomarkers,5,0.06003898954979579,0.1181381428683941,0.03435227369682994,0.0508089236355448,0.18546736210124337,12697,15,126970,547,0.26785137605528364,0.43081042766007727,3,243663,171929,415592
Estonian Biobank,Chronic obstructive pulmonary disease,Age + sex + biomarkers,6,0.08885137992913301,0.20477278097188312,0.04520725140361554,0.11616819638074886,0.29337736556301736,12697,26,126970,547,0.26785137605528364,0.43081042766007727,3,243663,171929,415592
Estonian Biobank,Chronic obstructive pulmonary disease,Age + sex + biomarkers,7,0.13659506155234405,0.31503504764905094,0.05604170878812132,0.20519531679225136,0.42487477850585054,12697,40,126970,547,0.26785137605528364,0.43081042766007727,3,243663,171929,415592
Estonian Biobank,Chronic obstructive pulmonary disease,Age + sex + biomarkers,8,0.22455452824550928,0.5276837048121603,0.07245278100642658,0.3856788634597966,0.6696885461645241,12697,67,126970,547,0.26785137605528364,0.43081042766007727,3,243663,171929,415592
Estonian Biobank,Chronic obstructive pulmonary disease,Age + sex + biomarkers,9,0.4193859060446448,0.7639599905489486,0.08707372482326294,0.593298625895602,0.9346213552022952,12697,97,126970,547,0.26785137605528364,0.43081042766007727,3,243663,171929,415592
Estonian Biobank,Chronic obstructive pulmonary disease,Age + sex + biomarkers,10,1.6495052532748629,2.181617704969678,0.14608871390776604,1.8952890871626809,2.467946322776675,12697,277,126970,547,0.26785137605528364,0.43081042766007727,3,243663,171929,415592
